"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"Benzene and substituted derivatives","0.2240740740740741","242","Chromones","0.18333333333333335","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5814814814814815","3.0","1-benzopyrans","0.18333333333333335","Organoheterocyclic compounds","0.4518518518518519","0","1003","242",,,,"G2,G6","0.0","1.0","0.0","0.0","0.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1003&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=242&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1003","3","367.11",,"367.11","0.0","136.30966666666666","false","1003",,,,"5984100.0","Qe04833.mzML|Qe04837.mzML"
,"Prenol lipids","0.16666666666666666","440","Sesquiterpenoids","0.1111111111111111","Organic compounds","0.5","Aromatic heteropolycyclic compounds","0.2222222222222222","2.0","Sesquiterpenoids","0.1111111111111111","Lipids and lipid-like molecules","0.2222222222222222","0","697","440",,,,"G1,G4,G5,G6","2.0","0.0","0.0","4.0","1.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=697&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=440&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"697","10","303.887",,"303.887","0.0","188.6254","false","697",,,,"5515940.0","Qe04836.mzML|Qe04835.mzML|Qe04837.mzML|Qe04832.mzML"
,"Organooxygen compounds","0.10213549337260677","32","Phenolic glycosides","0.03813205694648994","Organic compounds","0.7422680412371134","Aromatic heteropolycyclic compounds","0.45482736049746375","97.0","nan","0.10832924234986087","Organoheterocyclic compounds","0.19303305514645713","0","1793","32",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1793&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1793","1","635.116",,"635.116","0.0","158.656","false","1793",,,,"1003820.0","Qe04837.mzML"
,"Benzene and substituted derivatives","0.17410714285714285","346","Flavonoid-7-O-glucuronides","0.07142857142857142","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.8080357142857143","4.0","Flavonoid glycosides","0.10714285714285714","Phenylpropanoids and polyketides","0.3348214285714286","0","735","346",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=735&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=346&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"735","1","310.072",,"310.072","0.0","148.42","false","735",,,,"6410220.0","Qe04837.mzML"
,"Organooxygen compounds","0.23418367346938776","97","O-glycosyl compounds","0.13877551020408163","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5853741496598639","7.0","nan","0.21428571428571427","Organic oxygen compounds","0.23418367346938776","0","1511","97",,,,"G3,G4,G5","0.0","0.0","4.0","4.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1511&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=97&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1511","9","504.187",,"504.187","0.0","1769.0477777777778","false","1511",,,,"3294060.0","Qe04836.mzML|Qe04835.mzML|Qe04834.mzML"
,"Fatty Acyls","0.2802631578947368","275","Long-chain fatty acids","0.12030075187969924","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.31428571428571433","19.0","nan","0.16246867167919798","Lipids and lipid-like molecules","0.4953425229741019","0","802","275",,,,"G1,G2,G4,G5,G6","2.0","6.0","0.0","1.0","8.0","7.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=802&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=275&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"802","24","325.202",,"325.202","0.0","3221.0275","false","802",,,,"3.36668E7","Qe04836.mzML|Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04832.mzML"
,"Carboxylic acids and derivatives","0.19999999999999998","413","Delta amino acids and derivatives","0.19999999999999998","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.6857142857142856","3.0","nan","0.34047619047619043","Organoheterocyclic compounds","0.30952380952380953","0","1486","413",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1486&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=413&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1486","1","492.273",,"492.273","0.0","3183.13","false","1486",,,,"311376.0","Qe04837.mzML"
,"Organooxygen compounds","0.10544217687074829","33","Lignan glycosides","0.06462585034013604","Organic compounds","0.7857142857142857","Aromatic heteropolycyclic compounds","0.422874149659864","14.0","nan","0.22304421768707483","Phenylpropanoids and polyketides","0.19413265306122449","0","1833","33",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1833&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=33&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1833","2","655.229",,"655.229","0.0","2396.085","false","1833",,,,"514734.0","Qe04834.mzML"
,"Benzofurans","0.3333333333333333","283","Polychlorinated dibenzofurans","0.3333333333333333","Organic compounds","0.5","Aromatic heteropolycyclic compounds","0.3333333333333333","6.0","Dibenzofurans","0.3333333333333333","Organoheterocyclic compounds","0.3333333333333333","0","857","283",,,,"G1,G2,G3,G4,G5,G6","1.0","4.0","4.0","4.0","4.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=857&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=283&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"857","20","336.858",,"336.858","0.0","16.794219","false","857",,,,"2.08641E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Fatty Acyls","0.5218253968253969","15","Lineolic acids and derivatives","0.27306547619047616","Organic compounds","1.0","Aliphatic acyclic compounds","0.5119047619047619","8.0","Lineolic acids and derivatives","0.27306547619047616","Lipids and lipid-like molecules","0.6222718253968254","0","737","15",,,,"G5,G6","0.0","0.0","0.0","0.0","2.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=737&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"737","4","310.21",,"310.21","0.0","3272.4925","false","737",,,,"2.41238E7","Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","159","no matches","0.0","no matches","0.0","no matches","0.0","3.0","no matches","0.0","no matches","0.0","0","355","159",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=355&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=159&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"355","1","235.926",,"235.926","0.0","270.008","false","355",,,,"487564.0","Qe04834.mzML"
,"no matches","0.0","S235","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","588","-1",,,,"G2,G4","0.0","1.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=588&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"588","2","283.119",,"283.119","0.0","2219.375","false","588",,,,"526502.0","Qe04833.mzML|Qe04835.mzML"
,"no matches","0.0","S128","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","317","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=317&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"317","1","235.926",,"235.926","0.0","3173.81","false","317",,,,"312804.0","Qe04837.mzML"
,"Benzene and substituted derivatives","0.35714285714285715","173","Dichlorobenzenes","0.16666666666666666","Organic compounds","1.0","Aromatic heteromonocyclic compounds","0.42857142857142855","3.0","Carbohydrates and carbohydrate conjugates","0.28571428571428575","Benzenoids","0.35714285714285715","0","614","173",,,,"G2,G3,G4,G5,G6","0.0","3.0","2.0","5.0","4.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=614&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"614","17","289.032",,"289.032","0.0","236.01882352941178","false","614",,,,"4.79224E7","Qe04836.mzML|Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04834.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2140","3",,,,"G3","0.0","0.0","3.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2140&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2140","3","1066.5",,"1066.5","0.0","2133.2433333333333","false","2140",,,,"892346.0","Qe04834.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","378","27",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=378&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"378","1","235.926",,"235.926","0.0","1830.36","false","378",,,,"417487.0","Qe04835.mzML"
,"no matches","0.0","S630","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1390","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1390&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1390","1","461.151",,"461.151","0.0","118.704","false","1390",,,,"2579760.0","Qe04837.mzML"
,"Prenol lipids","0.27777777777777773","392","Diterpene lactones","0.15277777777777776","Organic compounds","1.0","Aliphatic heteropolycyclic compounds","0.4583333333333333","3.0","Terpene lactones","0.15277777777777776","Lipids and lipid-like molecules","0.4583333333333333","0","1847","392",,,,"G5","0.0","0.0","0.0","0.0","6.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1847&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=392&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1847","6","663.302",,"663.302","0.0","3207.1716666666666","false","1847",,,,"1954120.0","Qe04836.mzML"
,"no matches","0.0","S781","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1827","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1827&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1827","1","651.294",,"651.294","0.0","97.065","false","1827",,,,"417063.0","Qe04834.mzML"
,"no matches","0.0","S548","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1197","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1197&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1197","1","401.109",,"401.109","0.0","1107.06","false","1197",,,,"367557.0","Qe04834.mzML"
,"no matches","0.0","181","no matches","0.0","no matches","0.0","no matches","0.0","2.0","no matches","0.0","no matches","0.0","0","304","181",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=304&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=181&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"304","1","235.926",,"235.926","0.0","198.132","false","304",,,,"282305.0","Qe04837.mzML"
,"Prenol lipids","0.08750000000000001","76","Coumaric acids and derivatives","0.08333333333333333","Organic compounds","0.6666666666666666","Aromatic heteropolycyclic compounds","0.43333333333333335","6.0","nan","0.11666666666666665","Phenylpropanoids and polyketides","0.19999999999999998","0","1374","76",,,,"G3,G5","0.0","0.0","1.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1374&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=76&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1374","2","456.172",,"456.172","0.0","118.7445","false","1374",,,,"3689270.0","Qe04836.mzML|Qe04834.mzML"
,"Carboxylic acids and derivatives","0.29166666666666663","57","Tricarboxylic acids and derivatives","0.29166666666666663","Organic compounds","1.0","Aliphatic acyclic compounds","0.29166666666666663","2.0","Tricarboxylic acids and derivatives","0.29166666666666663","Organoheterocyclic compounds","0.41666666666666663","0","502","57",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=502&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"502","2","261.098",,"261.098","0.0","1869.665","false","502",,,,"916542.0","Qe04835.mzML"
,"Carboxylic acids and derivatives","0.4571428571428572","500","Quinoxalines","0.17142857142857143","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.4857142857142857","2.0","Amino acids, peptides, and analogues","0.35714285714285715","Organic acids and derivatives","0.5571428571428572","0","230","500",,,,"G1,G3,G5","1.0","0.0","1.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=230&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=500&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"230","3","230.067",,"230.067","0.0","199.58633333333333","false","230",,,,"1419640.0","Qe04836.mzML|Qe04834.mzML|Qe04832.mzML"
,"no matches","0.0","S455","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1051","-1",,,,"G4","0.0","0.0","0.0","8.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1051&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1051","8","375.293",,"375.293","0.0","3232.81625","false","1051",,,,"1.88893E7","Qe04835.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2151","3",,,,"G1,G3","1.0","0.0","10.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2151&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2151","11","1076.53",,"1076.53","0.0","2082.3145454545456","false","2151",,,,"4.26346E7","Qe04834.mzML|Qe04832.mzML"
,"no matches","0.0","S697","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1571","-1",,,,"G1,G2,G3,G4","1.0","1.0","3.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1571&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1571","6","529.25",,"529.25","0.0","1796.4583333333333","false","1571",,,,"1493690.0","Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
,"Organooxygen compounds","0.3277777777777778","308","Phenolic glycosides","0.2222222222222222","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.4","2.0","Carbohydrates and carbohydrate conjugates","0.2722222222222222","Organic oxygen compounds","0.3277777777777778","0","884","308",,,,"G2,G3,G4,G6","0.0","4.0","6.0","4.0","0.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=884&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=308&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"884","17","343.103",,"343.103","0.0","839.2162352941176","false","884",,,,"8610680.0","Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04834.mzML"
,"no matches","0.0","S350","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","840","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=840&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"840","1","329.233",,"329.233","0.0","3189.44","false","840",,,,"1882650.0","Qe04837.mzML"
,"Carboxylic acids and derivatives","0.29166666666666663","57","Tricarboxylic acids and derivatives","0.29166666666666663","Organic compounds","1.0","Aliphatic acyclic compounds","0.29166666666666663","2.0","Tricarboxylic acids and derivatives","0.29166666666666663","Organoheterocyclic compounds","0.41666666666666663","0","459","57",,,,"G2,G4,G6","0.0","2.0","0.0","2.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=459&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"459","5","247.082",,"247.082","0.0","1387.974","false","459",,,,"1633100.0","Qe04833.mzML|Qe04837.mzML|Qe04835.mzML"
,"Fatty Acyls","0.3428571428571428","381","Long-chain fatty alcohols","0.13333333333333333","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.4285714285714286","3.0","nan","0.20952380952380953","Lipids and lipid-like molecules","0.40952380952380957","0","868","381",,,,"G1,G2,G5","1.0","1.0","0.0","0.0","3.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=868&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=381&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"868","5","339.217",,"339.217","0.0","3279.768","false","868",,,,"5328610.0","Qe04836.mzML|Qe04833.mzML|Qe04832.mzML"
,"Carboxylic acids and derivatives","0.305599647266314","69","Tricarboxylic acids and derivatives","0.19845679012345677","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.40277777777777773","9.0","Tricarboxylic acids and derivatives","0.19845679012345677","Organoheterocyclic compounds","0.419753086419753","0","244","69",,,,"G5","0.0","0.0","0.0","0.0","6.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=244&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"244","6","233.067",,"233.067","0.0","929.2093333333333","false","244",,,,"1.0901E7","Qe04836.mzML"
,"Flavonoids","0.2006802721088435","40","Biflavonoids and polyflavonoids","0.08163265306122448","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.6014739229024944","14.0","nan","0.18509070294784577","Phenylpropanoids and polyketides","0.44586167800453513","0","1605","40",,,,"G4","0.0","0.0","0.0","5.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1605&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=40&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1605","5","541.156",,"541.156","0.0","980.6466","false","1605",,,,"3456020.0","Qe04835.mzML"
,"Coumarins and derivatives","0.06854838709677419","70","Coumarins and derivatives","0.06854838709677419","Organic compounds","0.3548387096774194","Aromatic heteropolycyclic compounds","0.1696236559139785","31.0","nan","0.07392473118279569","Phenylpropanoids and polyketides","0.1","0","698","70",,,,"G1,G2,G3,G4,G5","1.0","1.0","1.0","1.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=698&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"698","5","303.912",,"303.912","0.0","88.96712","false","698",,,,"2648460.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
"[M-H]-","Organooxygen compounds","0.24047619047619045","135","O-glucuronides","0.13333333333333333","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5761904761904761","5.0","Carbohydrates and carbohydrate conjugates","0.21547619047619046","Phenylpropanoids and polyketides","0.4309523809523809","0","1018","135","(2S,3S,4S,5R,6R)-6-(3-benzoyloxy-2-hydroxypropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid","isolated","MoNA:VF-NPL-QEHF019885","G4","0.0","0.0","0.0","5.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004710948","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1018&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=135&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","InChI=1S/C16H20O10/c17-9(6-24-15(23)8-4-2-1-3-5-8)7-25-16-12(20)10(18)11(19)13(26-16)14(21)22/h1-5,9-13,16-20H,6-7H2,(H,21,22)/t9?,10-,11-,12+,13-,16+/m0/s1","ESI-QFT","N/A","negative","3","0.0","0.777483","0.0","1018","5","371.098","MoNA","371.098","0.0","1280.118","false","1018","7","N/A","CCMSLIB00004710948","1737120.0","Qe04835.mzML"
,"no matches","0.0","S841","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2009","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2009&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2009","1","903.492",,"903.492","0.0","2523.54","false","2009",,,,"253932.0","Qe04835.mzML"
